,,REPORTE COTIZACIONES,,,,01/01/2000 - 04/02/2023,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
GGAL,05/01/2022,,"193,15","0,00","0,57",,,
GGAL,04/01/2022,,"197,25","0,00","0,60",,,
GGAL,03/01/2022,,"201,25","0,00","0,64",,,
GGAL,30/12/2021,,"195,35","0,00","0,59",,,
GGAL,30/12/2021,,"194,50","-1,27","0,60",,,
GGAL,29/12/2021,,"197,00","0,00","1,00",,,
GGAL,28/12/2021,,"193,15","0,00","0,51",,,
GGAL,27/12/2021,,"200,10","0,00","0,60",,,
GGAL,23/12/2021,,"199,25","0,00","0,60",,,
GGAL,23/12/2021,,"199,00","0,25","1,00",,,
GGAL,22/12/2021,,"198,50","0,00","0,60",,,
GGAL,21/12/2021,,"199,50","0,00","0,70",,,
GGAL,20/12/2021,,"195,80","0,00","0,70",,,
GGAL,17/12/2021,,"196,55","0,00","0,65",,,
GGAL,17/12/2021,,"196,90","-1,10","0,60",,,
GGAL,16/12/2021,,"199,10","0,00","0,60",,,
GGAL,07/12/2021,,"213,15","2,11","0,71",,,
GGAL,06/12/2021,,"208,75","0,00","0,68",,,
GGAL,03/12/2021,,"204,85","0,00","0,65",,,
GGAL,03/12/2021,,"205,30","-1,13","0,60",,,
GGAL,02/12/2021,,"207,65","0,00","0,57",,,
GGAL,01/12/2021,,"209,05","0,00","0,58",,,
GGAL,30/11/2021,,"189,35","0,00","0,44",,,
GGAL,29/11/2021,,"187,40","0,00","0,50",,,
GGAL,26/11/2021,,"194,45","0,00","0,49",,,
GGAL,26/11/2021,,"194,60","-4,93","0,50",,,
GGAL,25/11/2021,,"204,70","0,00","0,60",,,
GGAL,24/11/2021,,"201,00","0,00","1,00",,,
GGAL,23/11/2021,,"200,20","0,00","0,60",,,
GGAL,19/11/2021,,"209,60","0,00","0,60",,,
GGAL,19/11/2021,,"210,50","-4,34","0,70",,,
GGAL,18/11/2021,,"220,05","0,00","0,77",,,
GGAL,17/11/2021,,"213,05","0,00","0,72",,,
GGAL,16/11/2021,,"222,30","0,00","0,80",,,
GGAL,15/11/2021,,"239,85","0,00","0,94",,,
GGAL,12/11/2021,,"248,85","0,00","1,01",,,
GGAL,12/11/2021,,"248,80","-2,70","1,10",,,
GGAL,11/11/2021,,"255,70","0,00","1,20",,,
GGAL,10/11/2021,,"257,60","0,00","1,10",,,
GGAL,09/11/2021,,"254,40","0,00","1,00",,,
GGAL,08/11/2021,,"257,00","0,00","2,00",,,
GGAL,05/11/2021,,"245,85","0,00","1,02",,,
GGAL,05/11/2021,,"245,65","0,29","1,14",,,
GGAL,05/11/2021,,"245,30","0,14","1,20",,,
GGAL,05/11/2021,,"246,50","0,63","1,20",,,
GGAL,05/11/2021,,"247,00","0,84","2,00",,,
GGAL,05/11/2021,,"246,90","0,80","1,20",,,
GGAL,05/11/2021,,"246,00","0,43","2,00",,,
GGAL,05/11/2021,,"245,15","0,08","1,14",,,
GGAL,05/11/2021,,"245,60","0,26","1,20",,,
GGAL,05/11/2021,,"244,85","-0,04","1,13",,,
GGAL,05/11/2021,,"244,85","-0,04","1,13",,,
GGAL,05/11/2021,,"244,40","-0,22","1,20",,,
GGAL,05/11/2021,,"248,00","1,24","2,00",,,
GGAL,05/11/2021,,"245,95","0,41","1,14",,,
GGAL,05/11/2021,,"243,80","-0,47","1,20",,,
GGAL,05/11/2021,,"243,95","-0,41","1,13",,,
GGAL,05/11/2021,,"244,10","-0,35","1,20",,,
GGAL,05/11/2021,,"244,40","-0,22","1,20",,,
GGAL,05/11/2021,,"245,00","0,02","2,00",,,
GGAL,05/11/2021,,"245,05","0,04","1,14",,,
GGAL,05/11/2021,,"244,60","-0,14","1,20",,,
GGAL,05/11/2021,,"246,30","0,55","1,20",,,
GGAL,05/11/2021,,"247,55","1,06","1,16",,,
GGAL,05/11/2021,,"248,50","1,45","1,20",,,
GGAL,05/11/2021,,"246,00","0,43","2,00",,,
GGAL,04/11/2021,,"244,95","0,00","1,13",,,
GGAL,04/11/2021,,"244,50","-2,74","1,30",,,
GGAL,04/11/2021,,"246,90","-1,79","1,30",,,
GGAL,04/11/2021,,"245,25","-2,45","1,29",,,
GGAL,04/11/2021,,"244,50","-2,74","1,30",,,
GGAL,04/11/2021,,"243,55","-3,12","1,27",,,
GGAL,04/11/2021,,"244,20","-2,86","1,30",,,
GGAL,04/11/2021,,"244,50","-2,74","1,30",,,
GGAL,04/11/2021,,"244,60","-2,70","1,30",,,
GGAL,04/11/2021,,"245,70","-2,27","1,30",,,
GGAL,04/11/2021,,"247,10","-1,71","1,40",,,
GGAL,04/11/2021,,"248,10","-1,31","1,40",,,
GGAL,04/11/2021,,"246,80","-1,83","1,30",,,
GGAL,04/11/2021,,"245,70","-2,27","1,30",,,
GGAL,04/11/2021,,"245,90","-2,19","1,30",,,
GGAL,04/11/2021,,"244,00","-2,94","2,00",,,
GGAL,04/11/2021,,"242,90","-3,38","1,30",,,
GGAL,04/11/2021,,"241,50","-3,94","1,30",,,
GGAL,04/11/2021,,"241,45","-3,96","1,25",,,
GGAL,04/11/2021,,"243,25","-3,24","1,27",,,
GGAL,04/11/2021,,"243,80","-3,02","1,30",,,
GGAL,04/11/2021,,"244,00","-2,94","2,00",,,
GGAL,04/11/2021,,"246,50","-1,95","1,30",,,
GGAL,04/11/2021,,"249,00","-0,96","2,00",,,
GGAL,04/11/2021,,"249,90","-0,60","1,40",,,
GGAL,03/11/2021,,"251,40","0,00","1,40",,,
GGAL,03/11/2021,,"250,00","3,93","2,00",,,
GGAL,02/11/2021,,"240,55","0,00","1,21",,,
GGAL,01/11/2021,,"230,85","0,00","1,15",,,
GGAL,29/10/2021,,"220,05","0,00","1,05",,,
GGAL,29/10/2021,,"221,50","-3,19","1,30",,,
GGAL,28/10/2021,,"228,80","0,00","1,30",,,
GGAL,27/10/2021,,"223,70","0,00","1,30",,,
GGAL,26/10/2021,,"234,90","0,00","1,30",,,
GGAL,25/10/2021,,"237,35","0,00","1,12",,,
GGAL,22/10/2021,,"228,90","0,00","1,10",,,
GGAL,22/10/2021,,"228,50","0,97","1,00",,,
GGAL,21/10/2021,,"226,30","0,00","0,90",,,
GGAL,20/10/2021,,"227,60","0,00","1,00",,,
GGAL,19/10/2021,,"214,85","0,00","0,89",,,
GGAL,18/10/2021,,"211,70","0,00","0,90",,,
GGAL,15/10/2021,,"209,20","0,00","0,90",,,
GGAL,15/10/2021,,"209,20","5,07","1,00",,,
GGAL,14/10/2021,,"199,10","0,00","0,90",,,
GGAL,13/10/2021,,"196,85","0,00","0,83",,,
GGAL,12/10/2021,,"197,05","0,00","0,83",,,
GGAL,07/10/2021,,"196,40","0,00","0,90",,,
GGAL,07/10/2021,,"196,50","-0,13","0,90",,,
GGAL,06/10/2021,,"196,75","0,00","0,85",,,
GGAL,05/10/2021,,"195,70","0,00","0,90",,,
GGAL,04/10/2021,,"196,65","0,00","0,83",,,
GGAL,01/10/2021,,"197,70","0,00","0,90",,,
GGAL,01/10/2021,,"198,20","2,24","0,90",,,
GGAL,30/09/2021,,"193,85","0,00","0,78",,,
GGAL,29/09/2021,,"191,00","0,00","1,00",,,
GGAL,28/09/2021,,"188,10","0,00","0,80",,,
GGAL,27/09/2021,,"188,30","0,00","0,80",,,
GGAL,24/09/2021,,"181,25","0,00","0,71",,,
GGAL,24/09/2021,,"181,00","-1,47","1,00",,,
GGAL,23/09/2021,,"183,70","0,00","0,70",,,
GGAL,22/09/2021,,"184,70","0,00","0,80",,,
GGAL,21/09/2021,,"178,95","0,00","0,72",,,
GGAL,20/09/2021,,"180,70","0,00","0,80",,,
GGAL,17/09/2021,,"198,05","0,00","0,88",,,
GGAL,17/09/2021,,"197,70","-0,73","1,00",,,
GGAL,16/09/2021,,"199,15","0,00","0,96",,,
GGAL,15/09/2021,,"196,75","0,00","0,83",,,
GGAL,14/09/2021,,"200,70","0,00","0,70",,,
GGAL,13/09/2021,,"206,00","0,00","1,00",,,
GGAL,10/09/2021,,"191,20","0,00","0,60",,,
GGAL,10/09/2021,,"191,00","-1,75","1,00",,,
GGAL,09/09/2021,,"194,40","0,00","0,50",,,
GGAL,08/09/2021,,"197,35","0,00","0,51",,,
GGAL,07/09/2021,,"198,70","0,00","0,60",,,
GGAL,06/09/2021,,"186,40","0,00","0,50",,,
GGAL,03/09/2021,,"182,80","0,00","0,50",,,
GGAL,03/09/2021,,"183,25","-0,08","0,46",,,
GGAL,02/09/2021,,"183,40","0,00","0,50",,,
GGAL,01/09/2021,,"185,70","0,00","0,50",,,
GGAL,31/08/2021,,"188,80","0,00","0,50",,,
GGAL,30/08/2021,,"191,55","0,00","0,44",,,
GGAL,27/08/2021,,"180,45","0,00","0,36",,,
GGAL,27/08/2021,,"180,50","1,49","0,50",,,
GGAL,26/08/2021,,"177,85","0,00","0,43",,,
GGAL,25/08/2021,,"176,65","0,00","0,36",,,
GGAL,24/08/2021,,"170,00","0,00","1,00",,,
GGAL,23/08/2021,,"158,95","0,00","0,18",,,
GGAL,20/08/2021,,"153,55","0,00","0,14",,,
GGAL,20/08/2021,,"153,45","2,81","0,12",,,
GGAL,19/08/2021,,"149,25","0,00","0,09",,,
GGAL,18/08/2021,,"146,50","0,00","0,10",,,
GGAL,17/08/2021,,"148,30","0,00","0,10",,,
GGAL,13/08/2021,,"150,60","0,00","0,10",,,
GGAL,13/08/2021,,"150,35","-1,96","0,01",,,
GGAL,12/08/2021,,"153,35","0,00","0,03",,,
GGAL,11/08/2021,,"155,60","0,00","0,10",,,
GGAL,10/08/2021,,"151,45","0,00","-0,02",,,
GGAL,09/08/2021,,"144,50","0,00","0,00",,,
GGAL,06/08/2021,,"145,40","0,00","0,00",,,
GGAL,06/08/2021,,"145,50","-0,17","0,00",,,
GGAL,05/08/2021,,"145,75","0,00","-0,06",,,
GGAL,04/08/2021,,"143,55","0,00","-0,07",,,
GGAL,03/08/2021,,"145,60","0,00","0,00",,,
GGAL,02/08/2021,,"142,35","0,00","-0,13",,,
GGAL,30/07/2021,,"142,55","0,00","-0,13",,,
GGAL,30/07/2021,,"142,70","-3,32","0,00",,,
GGAL,29/07/2021,,"147,60","0,00","0,10",,,
GGAL,28/07/2021,,"149,05","0,00","0,03",,,
GGAL,27/07/2021,,"147,20","0,00","0,10",,,
GGAL,26/07/2021,,"148,15","0,00","-0,02",,,
GGAL,23/07/2021,,"144,70","0,00","0,00",,,
GGAL,23/07/2021,,"144,95","-1,73","0,02",,,
GGAL,22/07/2021,,"147,50","0,00","0,10",,,
GGAL,21/07/2021,,"148,95","0,00","0,05",,,
GGAL,20/07/2021,,"142,70","0,00","0,10",,,
GGAL,19/07/2021,,"140,40","0,00","0,10",,,
GGAL,16/07/2021,,"142,85","0,00","0,11",,,
GGAL,16/07/2021,,"143,00","-1,28","1,00",,,
GGAL,15/07/2021,,"144,85","0,00","0,10",,,
GGAL,14/07/2021,,"147,85","0,00","0,13",,,
GGAL,13/07/2021,,"147,90","0,00","0,20",,,
GGAL,12/07/2021,,"148,15","0,00","0,18",,,
GGAL,08/07/2021,,"142,35","0,00","0,13",,,
GGAL,08/07/2021,,"142,20","-2,47","0,20",,,
GGAL,07/07/2021,,"145,80","0,00","0,30",,,
GGAL,06/07/2021,,"144,90","0,00","0,30",,,
GGAL,05/07/2021,,"150,50","0,00","0,30",,,
GGAL,02/07/2021,,"146,70","0,00","0,20",,,
GGAL,02/07/2021,,"147,50","1,72","0,50",,,
GGAL,01/07/2021,,"145,00","0,00","1,00",,,
GGAL,30/06/2021,,"146,60","0,00","0,40",,,
GGAL,29/06/2021,,"148,55","0,00","0,44",,,
GGAL,28/06/2021,,"153,95","0,00","0,41",,,
GGAL,25/06/2021,,"155,50","0,00","0,50",,,
GGAL,25/06/2021,,"155,15","-4,52","0,34",,,
GGAL,24/06/2021,,"162,50","0,00","0,40",,,
GGAL,23/06/2021,,"163,05","0,00","0,48",,,
GGAL,22/06/2021,,"165,15","0,00","0,48",,,
GGAL,18/06/2021,,"161,65","0,00","0,47",,,
GGAL,18/06/2021,,"161,70","-2,50","0,60",,,
GGAL,17/06/2021,,"165,85","0,00","0,62",,,
GGAL,16/06/2021,,"168,80","0,00","0,60",,,
GGAL,15/06/2021,,"165,00","0,00","1,00",,,
GGAL,14/06/2021,,"164,65","0,00","0,41",,,
GGAL,11/06/2021,,"162,80","0,00","0,40",,,
GGAL,11/06/2021,,"163,00","-4,46","1,00",,,
GGAL,10/06/2021,,"170,60","0,00","0,50",,,
GGAL,09/06/2021,,"168,95","0,00","0,33",,,
GGAL,08/06/2021,,"161,60","0,00","0,30",,,
GGAL,07/06/2021,,"169,10","0,00","0,30",,,
GGAL,04/06/2021,,"164,85","0,00","0,24",,,
GGAL,04/06/2021,,"164,70","4,90","0,50",,,
GGAL,03/06/2021,,"157,00","0,00","1,00",,,
GGAL,02/06/2021,,"150,90","0,00","0,30",,,
GGAL,01/06/2021,,"150,50","0,00","0,40",,,
GGAL,31/05/2021,,"145,15","0,00","0,46",,,
GGAL,28/05/2021,,"145,40","0,00","0,50",,,
GGAL,28/05/2021,,"145,50","4,45","0,50",,,
GGAL,27/05/2021,,"139,30","0,00","0,40",,,
GGAL,26/05/2021,,"136,90","0,00","0,30",,,
GGAL,21/05/2021,,"135,15","0,00","0,21",,,
GGAL,21/05/2021,,"135,00","-3,12","19,00",,,
GGAL,20/05/2021,,"139,35","0,00","18,91",,,
GGAL,19/05/2021,,"134,95","0,00","0,32",,,
GGAL,18/05/2021,,"135,00","0,00","1,00",,,
GGAL,17/05/2021,,"136,25","0,00","0,30",,,
GGAL,14/05/2021,,"130,90","0,00","0,30",,,
GGAL,14/05/2021,,"130,50","4,07","0,30",,,
GGAL,13/05/2021,,"125,40","0,00","0,20",,,
GGAL,12/05/2021,,"120,15","0,00","0,10",,,
GGAL,11/05/2021,,"122,75","0,00","0,14",,,
GGAL,10/05/2021,,"124,55","0,00","0,26",,,
GGAL,07/05/2021,,"123,70","0,00","0,30",,,
GGAL,07/05/2021,,"123,30","4,98","0,40",,,
GGAL,06/05/2021,,"117,45","0,00","0,27",,,
GGAL,05/05/2021,,"114,83","0,00","0,34",,,
GGAL,04/05/2021,,"114,30","0,00","0,40",,,
GGAL,03/05/2021,,"115,55","0,00","0,50",,,
GGAL,30/04/2021,,"116,75","0,00","0,51",,,
GGAL,30/04/2021,,"116,60","-2,18","0,50",,,
GGAL,29/04/2021,,"119,20","0,00","0,50",,,
GGAL,28/04/2021,,"121,45","0,00","0,46",,,
GGAL,27/04/2021,,"119,45","0,00","0,48",,,
GGAL,26/04/2021,,"114,25","0,00","15,33",,,
GGAL,23/04/2021,,"109,50","0,00","14,70",,,
GGAL,23/04/2021,,"109,50","0,46","14,70",,,
GGAL,22/04/2021,,"109,00","0,00","15,00",,,
GGAL,21/04/2021,,"110,65","0,00","0,49",,,
GGAL,20/04/2021,,"109,35","0,00","14,63",,,
GGAL,19/04/2021,,"112,55","0,00","15,08",,,
GGAL,16/04/2021,,"111,00","0,00","15,00",,,
GGAL,16/04/2021,,"110,80","1,00","0,50",,,
GGAL,15/04/2021,,"109,70","0,00","0,50",,,
GGAL,14/04/2021,,"110,20","0,00","14,80",,,
GGAL,13/04/2021,,"110,30","0,00","0,50",,,
GGAL,12/04/2021,,"110,20","0,00","0,70",,,
GGAL,09/04/2021,,"113,50","0,00","0,70",,,
GGAL,09/04/2021,,"113,35","-2,12","0,67",,,
GGAL,08/04/2021,,"115,85","-0,69","0,79",,,
GGAL,07/04/2021,,"116,65","0,00","0,81",,,
GGAL,06/04/2021,,"116,35","0,00","0,84",,,
GGAL,05/04/2021,,"112,85","0,00","17,81",,,
GGAL,31/03/2021,,"111,40","0,00","17,60",,,
GGAL,31/03/2021,,"111,25","-1,33","0,91",,,
GGAL,30/03/2021,,"112,75","0,00","0,94",,,
GGAL,29/03/2021,,"109,20","0,00","1,00",,,
GGAL,26/03/2021,,"110,15","0,00","0,93",,,
GGAL,26/03/2021,,"110,20","-1,30","17,40",,,
GGAL,25/03/2021,,"111,65","0,00","17,61",,,
GGAL,23/03/2021,,"116,55","0,00","18,43",,,
GGAL,22/03/2021,,"117,25","0,00","18,55",,,
GGAL,19/03/2021,,"118,70","0,00","18,80",,,
GGAL,19/03/2021,,"118,70","0,72","1,00",,,
GGAL,18/03/2021,,"117,85","0,00","0,94",,,
GGAL,17/03/2021,,"120,45","0,00","23,09",,,
GGAL,16/03/2021,,"120,20","0,00","0,90",,,
GGAL,15/03/2021,,"123,20","0,00","23,70",,,
GGAL,12/03/2021,,"119,30","0,00","22,90",,,
GGAL,12/03/2021,,"119,80","2,88","0,50",,,
GGAL,11/03/2021,,"116,45","0,00","0,46",,,
GGAL,10/03/2021,,"114,95","0,00","0,32",,,
GGAL,09/03/2021,,"111,05","0,00","21,21",,,
GGAL,08/03/2021,,"109,60","0,00","0,30",,,
GGAL,05/03/2021,,"109,90","0,00","0,30",,,
GGAL,05/03/2021,,"109,50","-3,48","0,10",,,
GGAL,04/03/2021,,"113,45","0,00","0,07",,,
GGAL,03/03/2021,,"112,35","0,00","21,47",,,
GGAL,02/03/2021,,"114,85","0,00","0,09",,,
GGAL,01/03/2021,,"115,30","0,00","22,10",,,
GGAL,26/02/2021,,"112,65","0,00","21,53",,,
GGAL,26/02/2021,,"112,30","-2,69","0,10",,,
GGAL,25/02/2021,,"115,40","0,00","0,10",,,
GGAL,24/02/2021,,"118,20","0,00","22,70",,,
GGAL,23/02/2021,,"113,90","0,00","21,80",,,
GGAL,22/02/2021,,"120,05","0,00","23,01",,,
GGAL,19/02/2021,,"126,50","0,00","24,30",,,
GGAL,19/02/2021,,"126,70","-1,52","0,10",,,
GGAL,18/02/2021,,"128,65","0,00","0,12",,,
GGAL,17/02/2021,,"126,05","0,00","0,09",,,
GGAL,12/02/2021,,"123,85","0,00","0,11",,,
GGAL,12/02/2021,,"123,85","-1,24","0,08",,,
GGAL,11/02/2021,,"125,40","0,00","0,10",,,
GGAL,10/02/2021,,"125,95","0,00","24,19",,,
GGAL,09/02/2021,,"126,95","0,00","24,39",,,
GGAL,08/02/2021,,"126,95","0,00","0,02",,,
GGAL,05/02/2021,,"126,20","0,00","0,10",,,
GGAL,05/02/2021,,"126,25","2,27","24,25",,,
GGAL,04/02/2021,,"123,45","0,00","23,69",,,
GGAL,03/02/2021,,"118,35","0,00","-0,06",,,
GGAL,02/02/2021,,"119,20","0,00","0,00",,,
GGAL,01/02/2021,,"119,15","0,00","-0,05",,,
GGAL,29/01/2021,,"115,70","0,00","0,00",,,
GGAL,29/01/2021,,"115,30","-3,52","0,00",,,
GGAL,28/01/2021,,"119,50","0,00","0,00",,,
GGAL,27/01/2021,,"118,80","0,00","22,80",,,
GGAL,26/01/2021,,"117,80","0,00","0,00",,,
GGAL,25/01/2021,,"112,30","0,00","36,50",,,
GGAL,22/01/2021,,"113,10","0,00","36,70",,,
GGAL,22/01/2021,,"113,05","-1,52","-0,07",,,
GGAL,21/01/2021,,"114,80","0,00","0,00",,,
GGAL,20/01/2021,,"118,00","0,00","23,00",,,
GGAL,19/01/2021,,"116,95","0,00","-0,06",,,
GGAL,18/01/2021,,"118,60","0,00","38,60",,,
GGAL,15/01/2021,,"120,05","0,00","39,02",,,
GGAL,15/01/2021,,"120,00","-0,99","0,00",,,
GGAL,14/01/2021,,"121,20","0,00","0,00",,,
GGAL,13/01/2021,,"121,20","0,00","0,00",,,
GGAL,12/01/2021,,"121,45","0,00","-0,02",,,
GGAL,11/01/2021,,"120,25","0,00","-0,08",,,
GGAL,08/01/2021,,"122,65","0,00","-0,06",,,
GGAL,08/01/2021,,"122,65","-1,01","-0,05",,,
GGAL,07/01/2021,,"123,90","0,00","0,00",,,
GGAL,06/01/2021,,"123,05","0,00","-0,03",,,
GGAL,05/01/2021,,"123,65","0,00","23,73",,,
GGAL,04/01/2021,,"123,25","0,00","-0,01",,,
GGAL,30/12/2020,,"125,75","0,00","0,01",,,
GGAL,30/12/2020,,"125,50","-2,26","0,10",,,
GGAL,29/12/2020,,"128,40","0,00","0,10",,,
GGAL,28/12/2020,,"125,30","0,00","0,10",,,
GGAL,23/12/2020,,"125,60","0,00","0,10",,,
GGAL,23/12/2020,,"125,55","4,06","29,63",,,
GGAL,22/12/2020,,"120,65","0,00","28,43",,,
GGAL,21/12/2020,,"119,65","0,00","38,89",,,
GGAL,18/12/2020,,"121,90","0,00","39,70",,,
GGAL,18/12/2020,,"122,50","-3,20","0,20",,,
GGAL,17/12/2020,,"126,55","0,00","0,17",,,
GGAL,16/12/2020,,"127,25","0,00","0,14",,,
GGAL,15/12/2020,,"128,25","0,00","41,75",,,
GGAL,14/12/2020,,"127,05","0,00","0,16",,,
GGAL,11/12/2020,,"128,70","0,00","0,20",,,
GGAL,11/12/2020,,"128,55","-0,92","24,71",,,
GGAL,10/12/2020,,"129,75","0,00","24,95",,,
GGAL,09/12/2020,,"124,75","0,00","23,95",,,
GGAL,04/12/2020,,"130,20","0,00","25,10",,,
GGAL,04/12/2020,,"130,20","-2,10","0,30",,,
GGAL,03/12/2020,,"133,00","0,00","1,00",,,
GGAL,02/12/2020,,"132,95","0,00","0,32",,,
GGAL,01/12/2020,,"132,15","0,00","25,43",,,
GGAL,30/11/2020,,"130,60","0,00","0,40",,,
GGAL,27/11/2020,,"136,10","0,00","0,50",,,
GGAL,27/11/2020,,"135,90","3,38","0,40",,,
GGAL,26/11/2020,,"131,45","0,00","0,33",,,
GGAL,25/11/2020,,"131,15","0,00","0,34",,,
GGAL,24/11/2020,,"131,80","0,00","25,40",,,
GGAL,20/11/2020,,"124,15","0,00","0,31",,,
GGAL,20/11/2020,,"124,00","-0,76","24,00",,,
GGAL,19/11/2020,,"124,95","0,00","23,99",,,
GGAL,18/11/2020,,"124,00","0,00","24,00",,,
GGAL,17/11/2020,,"127,10","0,00","24,50",,,
GGAL,16/11/2020,,"123,85","0,00","23,77",,,
GGAL,13/11/2020,,"120,55","0,00","23,11",,,
GGAL,13/11/2020,,"120,40","1,09","23,10",,,
GGAL,12/11/2020,,"119,10","0,00","22,90",,,
GGAL,11/11/2020,,"125,70","0,00","0,50",,,
GGAL,10/11/2020,,"128,75","0,00","0,39",,,
GGAL,09/11/2020,,"122,30","0,00","0,30",,,
GGAL,06/11/2020,,"115,25","0,00","0,17",,,
GGAL,06/11/2020,,"115,65","0,56","0,16",,,
GGAL,05/11/2020,,"115,00","0,00","1,00",,,
GGAL,04/11/2020,,"107,35","0,00","0,11",,,
GGAL,03/11/2020,,"108,85","0,00","0,10",,,
GGAL,02/11/2020,,"107,85","0,00","0,08",,,
GGAL,30/10/2020,,"96,40","-4,13","18,30",,,
GGAL,29/10/2020,,"100,55","0,00","19,11",,,
GGAL,28/10/2020,,"97,95","0,00","0,12",,,
GGAL,27/10/2020,,"106,05","0,00","20,21",,,
GGAL,26/10/2020,,"112,20","0,00","0,30",,,
GGAL,23/10/2020,,"118,80","0,00","0,40",,,
GGAL,23/10/2020,,"118,45","-1,21","0,23",,,
GGAL,22/10/2020,,"119,90","0,00","0,30",,,
GGAL,21/10/2020,,"115,00","0,00","1,00",,,
GGAL,20/10/2020,,"113,75","0,00","21,75",,,
GGAL,19/10/2020,,"115,35","0,00","37,33",,,
GGAL,16/10/2020,,"114,30","0,00","37,00",,,
GGAL,16/10/2020,,"114,40","4,28","27,60",,,
GGAL,15/10/2020,,"109,70","0,00","26,50",,,
GGAL,14/10/2020,,"107,75","0,00","0,23",,,
GGAL,13/10/2020,,"107,80","0,00","15,30",,,
GGAL,09/10/2020,,"107,80","0,00","15,30",,,
GGAL,09/10/2020,,"108,00","-1,77","1,00",,,
GGAL,08/10/2020,,"109,95","0,00","0,23",,,
GGAL,07/10/2020,,"106,50","0,00","14,30",,,
GGAL,06/10/2020,,"105,20","0,00","0,30",,,
GGAL,05/10/2020,,"107,80","0,00","17,00",,,
GGAL,02/10/2020,,"109,45","0,00","17,25",,,
GGAL,02/10/2020,,"109,45","0,46","0,30",,,
GGAL,01/10/2020,,"108,95","0,00","0,29",,,
GGAL,30/09/2020,,"105,90","0,00","34,20",,,
GGAL,29/09/2020,,"107,20","0,00","34,80",,,
GGAL,28/09/2020,,"106,00","0,00","1,00",,,
GGAL,25/09/2020,,"107,50","0,00","0,40",,,
GGAL,25/09/2020,,"107,50","-2,85","34,90",,,
GGAL,24/09/2020,,"110,65","0,00","35,89",,,
GGAL,23/09/2020,,"103,20","0,00","0,40",,,
GGAL,22/09/2020,,"104,45","0,00","0,38",,,
GGAL,21/09/2020,,"105,70","0,00","0,40",,,
GGAL,18/09/2020,,"107,45","0,00","0,34",,,
GGAL,18/09/2020,,"107,90","5,73","0,30",,,
GGAL,17/09/2020,,"102,05","0,00","0,23",,,
GGAL,16/09/2020,,"107,85","0,00","0,32",,,
GGAL,15/09/2020,,"118,55","0,00","0,44",,,
GGAL,14/09/2020,,"121,10","0,00","23,30",,,
GGAL,11/09/2020,,"127,60","0,00","24,60",,,
GGAL,11/09/2020,,"127,60","-4,20","0,60",,,
GGAL,10/09/2020,,"133,20","0,00","0,70",,,
GGAL,09/09/2020,,"131,45","0,00","0,68",,,
GGAL,08/09/2020,,"128,10","0,00","0,70",,,
GGAL,07/09/2020,,"129,95","0,00","0,72",,,
GGAL,04/09/2020,,"126,10","0,00","0,70",,,
GGAL,04/09/2020,,"126,00","0,24","1,00",,,
GGAL,03/09/2020,,"125,70","0,00","0,80",,,
GGAL,02/09/2020,,"125,85","0,00","0,88",,,
GGAL,01/09/2020,,"131,95","0,00","0,76",,,
GGAL,31/08/2020,,"133,35","0,00","0,78",,,
GGAL,28/08/2020,,"133,05","0,00","0,78",,,
GGAL,28/08/2020,,"133,20","6,73","0,90",,,
GGAL,27/08/2020,,"124,80","0,00","0,80",,,
GGAL,26/08/2020,,"130,25","0,00","42,42",,,
GGAL,25/08/2020,,"133,95","0,00","0,80",,,
GGAL,24/08/2020,,"135,20","0,00","0,70",,,
GGAL,21/08/2020,,"135,80","0,00","0,70",,,
GGAL,21/08/2020,,"135,90","-1,38","37,90",,,
GGAL,20/08/2020,,"137,80","0,00","38,40",,,
GGAL,19/08/2020,,"138,20","0,00","0,60",,,
GGAL,18/08/2020,,"137,30","0,00","0,70",,,
GGAL,14/08/2020,,"145,05","0,00","0,71",,,
GGAL,14/08/2020,,"145,00","-3,30","1,00",,,
GGAL,13/08/2020,,"149,95","0,00","0,49",,,
GGAL,12/08/2020,,"149,35","0,00","0,50",,,
GGAL,11/08/2020,,"154,75","0,00","0,56",,,
GGAL,10/08/2020,,"158,95","0,00","0,58",,,
GGAL,07/08/2020,,"162,15","0,00","0,61",,,
GGAL,07/08/2020,,"162,50","3,77","35,20",,,
GGAL,06/08/2020,,"156,60","0,00","33,80",,,
GGAL,05/08/2020,,"154,55","0,00","33,35",,,
GGAL,04/08/2020,,"159,70","0,00","39,00",,,
GGAL,03/08/2020,,"164,70","0,00","0,10",,,
GGAL,31/07/2020,,"149,35","0,00","-0,03",,,
GGAL,31/07/2020,,"149,60","1,70","0,00",,,
GGAL,30/07/2020,,"147,10","0,00","0,00",,,
GGAL,29/07/2020,,"145,95","0,00","29,73",,,
GGAL,28/07/2020,,"146,10","0,00","-0,10",,,
GGAL,27/07/2020,,"151,50","4,52","49,50",,,
GGAL,24/07/2020,,"145,70","1,85","34,60",,,
GGAL,23/07/2020,,"143,05","0,00","33,90",,,
GGAL,22/07/2020,,"143,15","0,00","-0,02",,,
GGAL,21/07/2020,,"134,70","0,00","0,00",,,
GGAL,20/07/2020,,"129,50","0,00","0,00",,,
GGAL,17/07/2020,,"131,60","0,00","0,00",,,
GGAL,17/07/2020,,"131,60","-0,34","31,90",,,
